PERMCO,GVKEY,BOARD ID,Company,Ticker
56451,33695,2844545,COASTAL FINANCIAL CORP,CCB
54716,19529,2035256,COASTWAY BANCORP INC,CWAY
53294,184040,1613217,COBALT INTL ENERGY INC,CIEIQ
16163,111779,7198,COBIZ FINANCIAL INC,COBZ
1035,3138,259416,COCA COLA CONSOLIDATED INC,COKE
20468,3144,7204,COCA-COLA CO,KO
56294,19467,2790715,COCRYSTAL PHARMA INC,COCP
56003,183547,2682386,CODA OCTOPUS GROUP INC,CODA
53389,179841,1639585,CODEXIS INC,CDXS
56004,31542,2679680,CO-DIAGNOSTIC INC,CODX
57432,35154,3282369,CODIAK BIOSCIENCES IN,CDAKQ
15450,17715,7221,CODORUS VALLEY BANCORP,CVLY
1071,3153,7223,COEUR MINING INC,CDE
46668,160742,601717,COFFEE HOLDING CO INC,JVA
56305,36949,2799487,COGENT BIOSCIENCES INC,COGT
42769,147204,531565,COGENT COMMUNICATIONS HLDGS,CCOI
11851,65218,32781,COGENTIX MEDICAL INC,CGNT.1
47871,65218,31933,COGENTIX MEDICAL INC,CGNT.1
10256,16188,7251,COGNEX CORP,CGNX
58839,39290,3461175,COGNITION THERAPEUTICS INC,CGTX
16167,111864,7256,COGNIZANT TECH SOLUTIONS,CTSH
56170,22803,2209759,COHBAR INC,CWBR
44990,175674,660191,COHEN & COMPANY INC,COHN
45467,266214,7259,COHEN & STEERS INC,CNS
9558,14561,15553,COHERENT CORP,COHR
1033,3157,7262,COHERENT INC,COHR.1
55105,21841,2164651,COHERUS BIOSCIENCES INC,CHRS
20470,3158,7269,COHU INC,COHU
58167,34749,3382115,COINBASE GLOBAL INC,COIN
20473,3170,7293,COLGATE-PALMOLIVE CO,CL
17317,125975,7306,COLLECTORS UNIVERSE INC,CLCT
55270,23555,2243091,COLLEGIUM PHARMACEUTICAL INC,COLL
13517,28485,11976,COLLIERS INTL GROUP INC,CIGI
7715,16888,15797,COLOMBO BANK,IFSB
16037,66504,7332,COLONY BANKCORP INC,CBAN
53280,177734,1651162,COLOR STAR TECHNOLOGY CO LTD,ADD
16035,65228,31677,COLUMBIA BANKING SYSTEM INC,COLB
11576,25376,7352,COLUMBIA BNKING SYS INC -OLD,COLB.1
56334,33056,2936853,COLUMBIA FINANCIAL INC,CLBK
54576,163963,1993180,COLUMBIA PROPERTY TRUST INC,CXP
16029,105936,7358,COLUMBIA SPORTSWEAR CO,COLM
14387,62221,7368,COLUMBUS MCKINNON CORP,CMCO
962,3226,7387,COMCAST CORP,CMCSA
43613,3226,7387,COMCAST CORP,CMCSA
57573,36881,3299356,COMERA LIFE SCIENCES HLD INC,CMRA
59289,36881,3299356,COMERA LIFE SCIENCES HLD INC,CMRA
1261,3231,7401,COMERICA INC,CMA
31994,64997,7410,COMFORT SYSTEMS USA INC,FIX
10690,22797,7425,COMMAND SECURITY CORP,MOC
779,3238,7431,COMMERCE BANCSHARES INC,CBSH
55605,27635,2496125,COMMERCEHUB INC,CHUBK
20484,3246,7443,COMMERCIAL METALS,CMC
14687,17795,7444,COMMERCIAL NATL FINL CP/PA,CNAF
45478,160570,502089,COMMERCIAL VEHICLE GROUP INC,CVGI
54602,18036,2000816,COMMSCOPE HOLDING CO INC,COMM
7871,16790,7483,COMMUNITY BANK SYSTEM INC,CBU
50830,174449,856090,COMMUNITY BANKERS TRUST CORP,ESXB
41385,119014,262187,COMMUNITY CAPITAL BANCSHARES,ALBY
54567,109659,1224106,COMMUNITY FINANCIAL CORP,TCFC
54567,109659,1988648,COMMUNITY FINANCIAL CORP,TCFC
10849,23714,7497,COMMUNITY HEALTH SYSTEMS INC,CYH
37664,23714,7497,COMMUNITY HEALTH SYSTEMS INC,CYH
55253,23556,2287888,COMMUNITY HEALTHCARE TRUST,CHCT
46270,116894,7503,COMMUNITY SHORES BANK CORP,CSHB
9645,19262,7423,COMMUNITY TRUST BANCORP INC,CTBI
15152,62646,7507,COMMUNITY WEST BANCSHARES,CWBC
51198,174077,115527,COMMVAULT SYSTEMS INC,CVLT
50729,166368,895357,COMPASS DIVERSIFIED HOLDINGS,CODI
58179,38488,3376490,COMPASS INC,COMP
44705,157153,487837,COMPASS MINERALS INTL INC,CMP
58932,37364,3471467,COMPASS THERAPEUTICS INC,CMPX
57561,37153,3295584,COMPOSECURE INC,CMPO
974,3288,7540,COMPREHENSIVE CARE CORP,CHCR
43140,147849,606121,COMPUTER PROGRAMS & SYSTEMS,CPSI
1186,3342,7588,COMPUTER TASK GROUP INC,CTG
34680,66602,7600,COMPX INTERNATIONAL INC,CIX
52381,177780,424056,COMSCORE INC,SCOR
52381,177780,2822985,COMSCORE INC,SCOR
57722,38077,3334949,COMSOVEREIGN HOLDING CORP,COMS
45998,161072,638905,COMSTOCK HOLDING COS INC,CHCI
53806,147183,1705860,COMSTOCK INC,LODE
9465,34010,7606,COMSTOCK RESOURCES INC,CRK
9654,3358,7609,COMTECH TELECOMMUN,CMTL
20495,3362,7619,CONAGRA BRANDS INC,CAG
57534,37382,3305711,CONCENTRIX CORP,CNXC
54733,19534,2044217,CONCERT PHARMACEUTICLS INC,CNCE
52684,177884,538004,CONCHO RESOURCES INC,CXO
56007,32098,2686250,CONCRETE PUMPING HOLDINGS,BBCP
13449,31095,15212,CONDOR HOSPITALITY TR INC,CDOR
55805,28719,2592200,CONDUENT INC,CNDT
58324,38931,3411706,CONFLUENT INC,CFLT
55347,24084,2301007,CONFORMIS INC,CFMS
55391,25105,2320528,CONIFER HOLDINGS INC,CNFR
9370,13623,7675,CONMED CORP,CNMD
1191,3394,7682,CONNECTICUT WATER SVC INC,CTWS
14751,17724,6267,CONNECTONE BANCORP INC,CNOB
55145,21999,2176834,CONNECTURE INC,CNXR
59311,35948,3539981,CONNEXA SPORTS TECHNOLOG INC,CNXA
44619,156614,492290,CONN'S INC,CONN
21401,8549,24355,CONOCOPHILLIPS,COP
58714,39787,3461040,CONSENSUS CLOUD SOLUTION INC,CCSI
55374,23537,2300983,CONSOL COAL RESOURCES LP,CCR
56122,32372,2736747,CONSOL ENERGY INC,CEIX
47009,162127,1001479,CONSOLIDATED COMM HLDGS INC,CNSL
20499,3413,7705,CONSOLIDATED EDISON INC,ED
1015,2710,7753,CONSTELLATION BRANDS,STZ
59113,40614,3504098,CONSTELLATION ENE CORP,CEG
56452,33724,2885388,CONSTELLATION PHARMCTCL,CNST
56365,33424,2813410,CONSTRUCTION PRTNR INC,ROAD
11764,25852,7768,CONSUMER PORTFOLIO SVCS INC,CPSS
20361,13948,7770,CONSUMERS ENERGY CO,CMS1
54628,18842,2004763,CONTAINER STORE GROUP,TCS
41163,22053,7773,CONTANGO OIL & GAS CO,MCF
59001,186109,3479897,CONTANGO ORE INC,CTGO
58841,39633,3465240,CONTEXT THERAPEUTICS INC,CNTX
57666,345980,3314590,CONTEXTLOGIC INC,WISH
54749,19442,2041394,CONTINENTAL BUILDING PRODS,CBPX
52253,3469,259357,CONTINENTAL RESOURCES INC,CLR
54953,21223,2129204,CONTRAFECT CORP,CFRX
54508,18291,1969809,CONTROL4 CORP,CTRL
34849,113419,7817,CONVERGYS CORP,CVG
58335,38868,3407588,CONVEY HEALTH SOL HLDNGS INC,CNVY
57433,37332,3291745,CONX CORP,CONX
5780,3504,7836,COOPER COS INC (THE),COO
20518,3502,7840,COOPER TIRE & RUBBER CO,CTB
54577,163765,1996267,COOPER-STANDARD HOLDINGS INC,CPS
12926,29901,7852,COPART INC,CPRT
11276,24825,7936,COPT DEFENSE PROPERTIES,CDP
9598,14567,7870,CORAL GOLD RESOURCES LTD,CLHRF
55227,22035,2237217,CORBUS PHARMACEUTICALS HLDGS,CRBP
45081,146616,374642,CORCEPT THERAPEUTICS INC,CORT
58510,38870,3426492,CORE & MAIN INC,CNM
13987,61759,7887,CORE LABORATORIES INC,CLB
49994,162876,601157,CORE MARK HOLDING CO INC,CORE
21544,14794,7888,CORE MOLDING TECHNOLOGIES,CMT
31894,14794,7888,CORE MOLDING TECHNOLOGIES,CMT
57996,37871,3345013,CORE SCIENTIFIC INC,CORZQ
59380,41084,3565582,COREBRIDGE FINANCIAL INC,CRBG
5122,6013,16260,CORECARD CORPORATION,CCRD
20982,6013,16260,CORECARD CORPORATION,CCRD
32025,65084,7952,CORECIVIC INC,CXW
1629,12796,122367,CORELOGIC INC,CLGX
1629,12796,1645838,CORELOGIC INC,CLGX
1629,12796,3401982,CORELOGIC INC,CLGX
51798,165209,823406,CORENERGY INFRASTRUCTURE TR,CORR
54808,19800,2060160,COREPOINT LODGING INC,CPLG
56354,19800,2840128,COREPOINT LODGING INC,CPLG
53500,185177,1663616,CORESITE REALTY CORP,COR.4
55254,21520,2291224,CORINDUS VASCULAR ROBOTICS,CVRS
54818,19912,2058933,CORIUM INTERNATIONAL INC,CORI
53357,183945,1637547,CORMEDIX INC,CRMD
11454,25130,21705,CORNERSTNE BULDNG BRNDS INC,CNR
53702,185646,1693804,CORNERSTONE ONDEMAND INC,CSOD
20523,3532,7915,CORNING INC,GLW
56131,23985,1802110,CORPORATE CAPITAL TR INC,CCT
56131,23985,2728027,CORPORATE CAPITAL TR INC,CCT
45419,66374,5817,CORREVIO PHARMA CORP,CORV
57341,37090,3271194,CORSAIR GAMING INC,CRSR
56723,35168,3039776,CORTEVA INC,CTVA
33864,28833,3005656,CORTLAND BANCORP,CLDB
37491,123415,7993,CORUS ENTERTAINMENT INC,CJREF
11003,24225,7996,CORVEL CORP,CRVL
55530,26895,2430928,CORVUS PHARMACEUTICALS INC,CRVS
59172,18874,3513140,COSMOS HEALTH INC,COSM
16188,112111,8021,COSTAR GROUP INC,CSGP
18406,132799,11510,COSTAR TECHNOLOGIES INC,CSTI
7882,29028,8022,COSTCO WHOLESALE CORP,COST
26024,20548,5465,COTERRA ENERGY INC,CTRA
55575,27245,2463413,COTIVITI HOLDINGS INC,COTV
54444,12151,1958357,COTY INC,COTY
58550,39059,3425960,COUCHBASE INC,BASE
54142,164746,1200328,COUNTERPATH CORP,CPAH
55171,22201,2208288,COUNTY BANCORP INC,ICBK
55747,28084,2538518,COUPA SOFTWARE INC,COUP
58023,38265,3375847,COURSERA INC,COUR
1072,3562,8062,COUSINS PROPERTIES INC,CUZ
28924,23485,8673,COVANTA HOLDING CORP,CVA
28924,23485,3482065,COVANTA HOLDING CORP,CVA
13402,30877,244282,COVENANT LOGISTICS GROUP INC,CVLG
56619,34765,2992276,COVETRUS INC,CVET
53282,183797,1602333,COWEN INC,COWN
59456,41878,3598524,COYA THERAPEUTICS INC,COYA
11705,25726,8090,CPI AEROSTRUCTURES INC,CVU
55466,25539,2354593,CPI CARD GROUP INC,PMTS
9340,13582,6363,CPS TECHNOLOGIES CORP,CPSH
9340,13582,2208252,CPS TECHNOLOGIES CORP,CPSH
16066,109919,6494,CRA INTERNATIONAL INC,CRAI
5169,3570,6097,CRACKER BARREL OLD CTRY STOR,CBRL
13945,61192,25908,CRAFT BREW ALLIANCE INC,BREW
20531,3580,8113,CRANE CO,CR
1100,3581,8117,CRAWFORD & CO,CRD.A
24567,5621,14744,CRAWFORD UNITED CORP,CRAWA
13994,61350,8119,CRAY INC,CRAY
57342,26920,3264844,CREATD INC,VOCL
59064,182902,3483084,CREATIVE MED TECH HLDG INC,CELZ
12702,19966,735451,CREATIVE MEDIA & COM TR CORP,CMCT
56587,21554,2945962,CREATIVE REALITIES INC,CREX
11561,25339,8183,CREDIT ACCEPTANCE CORP,CACC
3187,7841,8216,CREDITRISKMONITOR.COM INC,CRMZ
57020,36133,2066815,CRESCENT CAPITAL BDC INC,CCAP
59022,40383,7773,CRESCENT ENERGY COMPANY,CRGY
54695,145812,1013070,CRESCENT POINT ENERGY CORP,CPG
41819,162894,15891,CRESTWOOD EQUITY PARTNERS LP,CEQP
46860,162894,826388,CRESTWOOD EQUITY PARTNERS LP,CEQP
17399,111629,466003,CREXENDO INC,CXDO
17399,111629,3231246,CREXENDO INC,CXDO
55412,154773,1046933,CRH MEDICAL CORP,CRHM
58008,184470,3372471,CRICUT INC,CRCT
56453,33723,2843776,CRINETICS PHARMCTCL INC,CRNX
50293,164755,813486,CROCS INC,CROX
56268,22460,2475618,CRONOS GROUP INC,CRON
42265,144396,8282,CROSS COUNTRY HEALTHCARE INC,CCRN
54202,15212,1899182,CROSSAMERICA PARTNERS LP,CAPL
56860,35455,3069065,CROSSFIRST BANKSHARES INC,CFB
56769,35182,3043182,CROWDSTRIKE HOLDINGS INC,CRWD
16268,113490,8304,CROWN CASTLE INC,CCI
20538,3622,8307,CROWN CRAFTS INC,CRWS
57723,36357,3335845,CROWN ELECTROKINETICS CORP,CRKN
20537,3619,461561,CROWN HOLDINGS INC,CCK
15276,23790,3443083,CRYO-CELL INTERNATIONAL INC,CCEL
55350,162146,2312125,CRYOPORT INC,CYRX
11616,25731,32513,CRYSTAL ROCK HOLDINGS INC,CRVP
58506,39199,3425464,CS DISCO INC,LAW
14393,62266,8366,CSG SYSTEMS INTL INC,CSGS
53823,181745,1706481,CSI COMPRESSCO LP,CCLP
5286,2573,8375,CSP INC,CSPI
20362,2556,8379,CSS INDUSTRIES INC,CSS
55404,24601,2344669,CSW INDUSTRIALS INC,CSWI
20370,2574,8383,CSX CORP,CSX
23143,2574,8383,CSX CORP,CSX
15401,64515,6184,CTI BIOPHARMA CORP,CTIC
1177,3429,7720,CTO REALTY GROWTH INC,CTO
20371,2577,8398,CTS CORP,CTS
45705,160990,646010,CUBESMART,CUBE
20541,3639,8404,CUBIC CORP,CUB
56229,32674,2757351,CUE BIOPHARMA,CUE
58726,39563,3454305,CUE HEALTH INC,HLTH
840,3643,8414,CULLEN/FROST BANKERS INC,CFR
57720,37675,3325442,CULLINAN ONCOLOGY INC,CGEM
58558,183663,3424023,CULLMAN BANCORP INC,CULL
6342,3647,8415,CULP INC,CULP
53198,178097,1622917,CUMBERLAND PHARMACEUTICALS,CPIX
20543,3650,8426,CUMMINS INC,CMI
16182,112030,8427,CUMULUS MEDIA INC,CMLS
16182,112030,3057626,CUMULUS MEDIA INC,CMLS
56954,37214,3114362,CURIOSITYSTREAM INC,CURI
38412,138341,8434,CURIS INC,CRIS
56190,22439,2740583,CURO GROUP HLDGS CORP,CURO
20546,3662,8446,CURTISS-WRIGHT CORP,CW
56474,33809,2893745,CUSHMAN & WAKEFIELD,CWK
56040,35490,2691304,CUSTOM TRUCK ONE SOURCE INC,CTOS
54408,170396,1953389,CUSTOMERS BANCORP INC,CUBI
44994,146648,582507,CUTERA INC,CUTR
5856,20019,8462,CVB FINANCIAL CORP,CVBF
7721,2581,8465,CVD EQUIPMENT CORP,CVV
57563,37356,3298813,CVENT HOLDING CORP,CVT
52793,178672,1025142,CVR ENERGY INC,CVI
53706,186139,1697428,CVR PARTNERS LP,UAN
54298,15093,1925113,CVR REFINING LP,CVRR
58437,39127,3415144,CVRX INC,CVRX
21185,7241,8468,CVS HEALTH CORP,CVS
8565,12575,8472,CYANOTECH CORP,CYAN
9632,14108,8484,CYBEROPTICS CORP,CYBE
45005,160809,817058,CYCLACEL PHARMACEUTICALS,CYCC
56667,34746,3017437,CYCLERION THERAPEUTICS,CYCN
57621,106100,3311452,CYCLO THERAPEUTICS INC,CYTH
54884,19600,2077438,CYMABAY THERAPEUTICS INC,CBAY
55854,116829,2647963,CYNERGISTEK INC,CTEK
56053,116829,941566,CYNERGISTEK INC,CTEK
56053,116829,2647963,CYNERGISTEK INC,CTEK
58843,39575,3464889,CYNGN INC,CYN
54696,19184,2035242,CYPRESS ENVIRONMNTL PRTNS LP,CELPQ
8222,12215,8542,CYPRESS SEMICONDUCTOR CORP,CY
54307,16116,1925418,CYRUSONE INC,CONE
53164,176637,893638,CYS INVESTMENTS INC,CYS
58438,38925,3408980,CYTEIR THERAPEUTICS INC,CYT
58509,39246,3426757,CYTEK BIOSCIENCES INC,CTKB
45082,158563,138612,CYTOKINETICS INC,CYTK
55456,26112,2355071,CYTOMX THERAPEUTICS INC,CTMX
55146,163965,2201375,CYTOSORBENTS CORP,CTSO
57359,39371,3264012,CYXTERA TECHNOLOGIES INC,CYXTQ
11559,25340,9582,D R HORTON INC,DHI
8278,12568,8605,DAILY JOURNAL CORP,DJCO
12843,29705,8634,DAKTRONICS INC,DAKT
52924,179288,563461,DALLASNEWS CORP,DALN
20556,3734,8660,DANA INC,DAN
52956,3734,8660,DANA INC,DAN
20557,3735,8663,DANAHER CORP,DHR
57078,37630,3191984,DANIMER SCIENTIFIC INC,DNMR
30886,31846,8697,DARDEN RESTAURANTS INC,DRI
54817,32233,2060516,DARE BIOSCIENCE INC,DARE
55531,17485,2517727,DARIOHEALTH CORP,DRIO
13300,30651,8699,DARLING INGREDIENTS INC,DAR
44633,28071,34123,DASAN ZHONE SOLUTIONS INC,DZSI
55359,24552,2310639,DASEKE INC,DSKE
1239,3761,8717,DATA I/O CORP,DAIO
58287,179363,3396839,DATA STORAGE CORP,DTST
56876,35620,3083511,DATADOG INC,DDOG
14710,63018,8760,DATATRAK INTERNATIONAL INC,DTRK
14710,63018,1386789,DATATRAK INTERNATIONAL INC,DTRK
11545,25320,8764,DATAWATCH CORP,DWCH
58656,39426,3436106,DATCHAT INC,DATS
57371,37254,3286566,DATTO HOLDING CORP,MSP
13801,60923,8775,DAVE & BUSTER'S ENTMT INC,PLAY
55082,60923,2155262,DAVE & BUSTER'S ENTMT INC,PLAY
58048,37961,3360099,DAVE INC,DAVE
55308,23557,2293005,DAVIDSTEA INC,DTEAF
30975,61483,8783,DAVITA INC,DVA
1433,3806,30541,DAWSON GEOPHYSICAL CO,DWSN
27333,3806,30541,DAWSON GEOPHYSICAL CO,DWSN
58275,38763,3397951,DAY ONE BIOPHARMACEUTCLS INC,DAWN
50018,165466,824021,DCP MIDSTREAM LP,DCP
51531,176268,1024217,DCT INDUSTRIAL TRUST INC,DCT.1
14527,62655,29462,DEAN FOODS CO,DFODQ
14527,62655,3108011,DEAN FOODS CO,DFODQ
57926,37863,3347021,DECIBEL THERAPEUTICS INC,DBTX
56059,32383,2707471,DECIPHERA PHRMCTAL INC,DCPH
26126,179454,3529740,DECISIONPOINT SYSTEMS INC,DPSI
12484,29015,8867,DECKERS OUTDOOR CORP,DECK
20566,3835,8886,DEERE & CO,DE
58693,39476,3448957,DEFINITIVE HEALTH CORP,DH
54143,179094,1876067,DEL FRISCOS RESTURNT GRP INC,DFRG
54656,19168,2009659,DEL TACO RESTAURANTS INC,TACO
40199,140023,8919,DELCATH SYSTEMS INC,DCTH
40199,140023,3190985,DELCATH SYSTEMS INC,DCTH
54259,12833,1901833,DELEK LOGISTICS PARTNERS LP,DKL
50694,166563,911047,DELEK US HOLDINGS INC,DK
9833,14489,8931,DELL TECHNOLOGIES INC,DELL
9833,14489,2519758,DELL TECHNOLOGIES INC,DELL
55676,14489,2519758,DELL TECHNOLOGIES INC,DELL
20569,3851,8946,DELTA AIR LINES INC,DAL
37666,137432,8947,DELTA APPAREL INC,DLA
1303,3855,8973,DELTA NATURAL GAS CO INC,DGAS
50695,165653,814220,DELTA TUCKER HOLDINGS INC,8550B
1285,3863,8991,DELUXE CORP,DLX
56163,32775,2741256,DENALI THERAPEUTCS INC,DNLI
13960,20653,9002,DENBURY INC,DEN
52117,64775,917282,DENISON MINES CORP,DNN
10405,19398,919,DENNYS CORP,DENN
15916,19398,919,DENNYS CORP,DENN
9424,13700,9023,DENTSPLY SIRONA INC,XRAY
58659,38993,3436140,DERMATA THERAPEUTICS INC,DRMA
55072,21617,2154435,DERMIRA INC,DERM.2
55985,20621,2670940,DERMTECH INC,DMTK
16384,66326,9043,DESCARTES SYSTEMS GROUP INC,DSGX
58012,38441,3372585,DESIGN THERAPEUTIS INC,DSGN
29031,24171,423026,DESIGNER BRANDS INC,DBI
29031,24171,604224,DESIGNER BRANDS INC,DBI
46874,24171,604224,DESIGNER BRANDS INC,DBI
56672,37537,3009726,DESKTOP METAL INC,DM
12014,27936,21162,DESTINATION MATERNITY CORP,DESTQ
12014,27936,3101139,DESTINATION MATERNITY CORP,DESTQ
9222,13381,6028,DESTINATION XL GROUP INC,DXLG
9222,13381,3446680,DESTINATION XL GROUP INC,DXLG
18398,132644,27548,DETERMINE INC,DTRM
21971,14934,9103,DEVON ENERGY CORP,DVN
35222,14934,9103,DEVON ENERGY CORP,DVN
1300,3908,9112,DEWEY ELECTRONICS CORP,DEWY
46559,162887,373917,DEXCOM INC,DXCM
50292,165943,818260,DEXTERA SURGICAL INC,DXTRQ
52520,177943,1025143,DHI GROUP INC,DHX
16470,65235,9168,DIAMOND HILL INVESTMENT GRP,DHIL
30963,61409,9172,DIAMOND OFFSHRE DRILLING INC,DO
30963,61409,3523407,DIAMOND OFFSHRE DRILLING INC,DO
56666,34956,3018630,DIAMOND S SHIPPING INC,DSSI
54222,170750,1895607,DIAMONDBACK ENERGY INC,FANG
46669,160706,601972,DIAMONDROCK HOSPITALITY CO,DRH
56416,33500,2829242,DIANTHUS THERAPEUTICS INC,DNTH
58716,39508,3449211,DICE THERAPEUTICS INC,DICE
54717,19470,2039695,DICERNA PHARMACEUTICALS INC,DRNA
43626,150139,125827,DICKS SPORTING GOODS INC,DKS
20582,3946,9201,DIEBOLD NIXDORF INC,DBD
36756,105364,2982,DIGERATI TECHNOLOGIES INC,DTGI
10323,16710,9213,DIGI INTERNATIONAL INC,DGII
53096,181290,1694078,DIGIMARC CORP,DMRC
52918,162233,735966,DIGITAL ALLY INC,DGLY
58285,35152,3393243,DIGITAL BRANDS GRP INC,DBGI
56261,36748,2777172,DIGITAL MEDIA SOLUTIONS INC,DMSL
45684,160991,641924,DIGITAL REALTY TRUST INC,DLR
5306,9551,9985,DIGITAL TURBINE INC,APPS
5306,9551,1958074,DIGITAL TURBINE INC,APPS
38418,9551,9985,DIGITAL TURBINE INC,APPS
38418,9551,1958074,DIGITAL TURBINE INC,APPS
53208,183603,1589816,DIGITALBRIDGE GROUP INC,DBRG
53208,183603,2121211,DIGITALBRIDGE GROUP INC,DBRG
54879,183603,2121211,DIGITALBRIDGE GROUP INC,DBRG
58006,38188,3371813,DIGITALOCEAN HOLDINGS INC,DOCN
20584,3964,9291,DILLARDS INC  -CL A,DDS
14762,63135,5076,DIME COMMUNITY BANCSHARES,DCOM
14762,63135,9295,DIME COMMUNITY BANCSHARES,DCOM
53043,63135,5076,DIME COMMUNITY BANCSHARES,DCOM
11018,24291,15548,DINE BRANDS GLOBAL INC,DIN
20585,3969,9322,DIODES INC,DIOD
55043,21047,2155272,DIPLOMAT PHARMACY INC,DPLO
59174,40261,3507666,DIRECT DIGITAL HOLDINGS INC,DRCT
56909,19267,2034266,DIRTT ENVIRONMENTL SOLUTIONS,DRTTF
57234,38027,3247855,DISC MEDICINE INC,IRON
52396,177376,78171,DISCOVER FINANCIAL SVCS,DFS
13790,60900,10024,DISH NETWORK CORP,DISH
20587,3980,33048,DISNEY (WALT) CO,DIS
2612,6617,18536,DISTRIBUTION SOLUTIO GRO INC,DSGR
32075,182788,14289,DITECH HOLDING CORP,DHCPQ
58092,38398,3372496,DIVERSEY HOLDINGS LTD,DSEY
30396,30175,931,DIVERSICARE HEALTHCARE SVCS,DVCR
36355,124046,27603,DIVERSIFIED HEALTHCARE TRUST,DHC
54372,180759,1946882,DIVERSIFIED RESTAURANT HLDGS,SAUC
8762,4001,9412,DIXIE GROUP INC,DXYN
8185,12304,30095,DLH HOLDINGS CORP,DLHC
9028,4497,9816,DMC GLOBAL INC,BOOM
13934,182826,2025188,DMK PHARMACEUTICALS CORP,DMK
57202,36713,3298486,DMY TECHNOLOGY INC II,DMYD
53114,30082,1204457,DNB FINANCIAL CORP,DNBF
57454,37146,3283312,DOCGO INC,DCGO
56335,33301,2811194,DOCUSIGN INC,DOCU
46149,162354,465654,DOLBY LABORATORIES INC,DLB
1354,4016,9470,DOLLAR GENERAL CORP,DG
1354,4016,1605214,DOLLAR GENERAL CORP,DG
53264,4016,9470,DOLLAR GENERAL CORP,DG
53264,4016,1605214,DOLLAR GENERAL CORP,DG
13603,31587,9474,DOLLAR TREE INC,DLTR
56171,175299,2748884,DOLPHIN ENTERTAINMENT INC,DLPN
57595,39357,3306353,DOMA HOLDINGS INC,DOMA
682,18738,28834,DOMINARI HOLDINGS INC,DOMH
20592,4029,9491,DOMINION ENERGY INC,D
45379,160211,90132,DOMINO'S PIZZA INC,DPZ
56401,33603,2835253,DOMO INC,DOMO
51966,176760,927273,DOMTAR CORP,UFS
1344,4036,9503,DONALDSON CO INC,DCI
8686,16714,9513,DONEGAL GROUP INC,DGICA
20594,4040,9519,DONNELLEY (R R) & SONS CO,RRD
20594,4040,3512734,DONNELLEY (R R) & SONS CO,RRD
55685,27803,2534691,DONNELLEY FINANCIAL SOLTNS,DFIN
57587,37420,3310549,DOORDASH INC,DASH
5614,4045,665143,DORCHESTER MINERALS  -LP,DMLP
43919,4045,665143,DORCHESTER MINERALS  -LP,DMLP
16094,22049,9529,DOREL INDUSTRIES INC,DIIBF
54852,317264,2066589,DORIAN LPG LTD,LPG
10855,23753,25634,DORMAN PRODUCTS INC,DORM
58180,38412,3385058,DOUBLEVERIFY HOLD INC,DV
53405,184258,1641428,DOUGLAS DYNAMICS INC,PLOW
59025,40417,3493098,DOUGLAS ELLIMAN INC,DOUG
51326,175307,917238,DOUGLAS EMMETT INC,DEI
55986,31657,2673857,DOVA PHARMACEUTICAL INC,DOVA
20596,4058,9555,DOVER CORP,DOV
31764,63708,460498,DOVER MOTORSPORTS INC,DVD
56668,34443,3016790,DOW INC,DOW
58323,38927,3411833,DOXIMITY INC,DOCS
20549,3814,9576,DPL INC,AES5
20549,3814,1737300,DPL INC,AES5
52990,179700,1057037,DR PEPPER SNAPPLE GROUP INC,DPS
56738,36404,3030997,DRAFTKINGS INC,DKNG
58653,38277,3434964,DRAGONFLY ENERGY HLDNGS CORP,DFLI
57673,37793,3332489,DREAM FINDERS HOMES INC,DFH
32108,65671,9636,DRIL-QUIP INC,DRQ
43633,147303,422451,DRIVE SHACK INC,DSHK
57672,37751,3328722,DRIVEN BRANDS HOLDINGS INC,DRVN
56288,33152,2797305,DROPBOX INC,DBX
12846,29722,9672,DSP GROUP INC,DSPG
7922,18290,22003,DSS INC,DSS
5857,3707,9675,DST SYSTEMS INC,DST
31782,3707,9675,DST SYSTEMS INC,DST
58322,39041,3415971,DT MIDSTREAM INC,DTM
20574,3897,9693,DTE ENERGY CO,DTE
57195,36788,3248415,DUCK CREEK TECHNOL INC,DCT
58004,38160,3368784,DUCKHORN PORTFOLIO INC (THE),NAPA
1418,4091,9716,DUCOMMUN INC,DCO
20608,4093,867887,DUKE ENERGY CORP,DUK
20609,13510,9730,DUKE REALTY CORP,DRE
55479,26335,2365268,DULUTH HOLDINGS INC,DLTH
20610,4094,9736,DUN & BRADSTREET HOLDNGS INC,DNB
20610,4094,3207796,DUN & BRADSTREET HOLDNGS INC,DNB
39133,4094,9736,DUN & BRADSTREET HOLDNGS INC,DNB
39133,4094,3207796,DUN & BRADSTREET HOLDNGS INC,DNB
57135,4094,3207796,DUN & BRADSTREET HOLDNGS INC,DNB
53843,174222,1714415,DUNKIN' BRANDS GROUP INC,DNKN
58515,39122,3428538,DUOLINGO INC,DUOL
20597,4060,9559,DUPONT DE NEMOURS INC,DD
20597,4060,2696655,DUPONT DE NEMOURS INC,DD
56027,4060,2696655,DUPONT DE NEMOURS INC,DD
39159,140044,9764,DURECT CORP,DRRX
58692,39483,3449319,DUTCH BROS INC,BROS
1426,3842,9781,DVL INC,DVLN
57380,37136,3286426,DWAVE QUANTUM INC,QBTS
59354,37136,3286426,DWAVE QUANTUM INC,QBTS
20493,3336,7584,DXC TECHNOLOGY CO,DXC
52255,20350,805874,DXI CAPITAL CORP,DXIEF
