permco,gvkey,boardid,company,ticker,ggroup,gsector,sic,state
9096,13289,5535,CALIFORNIA FIRST LEASNG CORP,CFNB,4020,40,6159,CA
9188,13323,26990,SANDERSON FARMS INC,SAFM,3020,30,2015,MS
55507,13362,1221185,NAKED BRAND GROUP INC,NAKD.1,2520,25,2300,NY
3682,13341,25199,PROGRESSIVE CORP-OHIO,PGR,4030,40,6331,OH
3860,13342,26342,RLI CORP,RLI,4030,40,6331,IL
20232,13354,3017,VOXX INTERNATIONAL CORP,VOXX,2520,25,3651,FL
9914,13375,12977,GCI LIBERTY INC -OLD,GNCMA,5010,50,4813,CO
9222,13381,6028,DESTINATION XL GROUP INC,DXLG,2550,25,5651,MA
9222,13381,3446680,DESTINATION XL GROUP INC,DXLG,2550,25,5651,MA
26169,13400,1190873,AVINO SILVER & GOLD MINS LTD,ASM,1510,15,1044,BC
9221,13406,5531,CALGON CARBON CORP,CCC.1,1510,15,2810,PA
9245,13421,5480,CADENCE DESIGN SYSTEMS INC,CDNS,4510,45,7372,CA
9020,13427,492537,BERKSHIRE HATHAWAY ENERGY CO,BRK1,5510,55,4991,IA
9309,13431,4103,BERRY CORP,BRY,1010,10,1311,TX
9309,13431,2889159,BERRY CORP,BRY,1010,10,1311,TX
56450,13431,2889159,BERRY CORP,BRY,1010,10,1311,TX
26284,13453,11495,OPPENHEIMER HOLDINGS INC,OPY,4020,40,6211,NY
28217,13992,11422,EXTENDICARE INC,EXETF,3510,35,8051,ON
28217,13992,947410,EXTENDICARE INC,EXETF,3510,35,8051,ON
54540,13460,1981294,PEDEVCO CORP,PED,1010,10,1311,TX
9312,13480,9992,EBIX INC,EBIX,4510,45,7372,GA
9257,13484,10634,SOLIGENIX INC,SNGX,3520,35,2834,NJ
9257,13484,2578208,SOLIGENIX INC,SNGX,3520,35,2834,NJ
55828,13484,10634,SOLIGENIX INC,SNGX,3520,35,2834,NJ
55828,13484,2578208,SOLIGENIX INC,SNGX,3520,35,2834,NJ
20394,13498,5867,CARNIVAL CORPORATION & PLC,CCL,2530,25,4400,FL
20609,13510,9730,DUKE REALTY CORP,DRE,6010,60,6798,IN
20346,13526,5272,BUCKEYE PARTNERS LP,BPL,1010,10,4610,TX
21170,13550,20889,HAWAIIAN MCADM NT ORCHRD LP,NNUTU,3020,30,100,HI
21128,13561,19919,MBIA INC,MBI,4030,40,6351,NY
21107,13562,5006,BRANDYWINE REALTY TRUST,BDN,6010,60,6798,PA
9375,13570,20636,MIDDLEBY CORP,MIDD,2010,20,3580,IL
20894,13579,15148,EQUITY COMMONWEALTH,EQC,6010,60,6798,IL
21839,13580,31866,UNIVERSAL HEALTH RLTY INCOME,UHT,6010,60,6798,PA
9340,13582,6363,CPS TECHNOLOGIES CORP,CPSH,4520,45,3290,MA
9340,13582,2208252,CPS TECHNOLOGIES CORP,CPSH,4520,45,3290,MA
9374,13599,6177,CELGENE CORP,CELG,3520,35,2834,NJ
9023,13602,607817,AMERICA'S CAR-MART INC,CRMT,2550,25,5500,AR
20018,13619,481,ABIOMED INC,ABMD,3510,35,3841,MA
9370,13623,7675,CONMED CORP,CNMD,3510,35,3845,FL
21753,13646,30723,TIFFANY & CO,TIF,2550,25,5944,NY
9278,13649,856489,NATIONAL HOLDINGS CORP,NHLD,4020,40,6211,NY
9278,13649,2223356,NATIONAL HOLDINGS CORP,NHLD,4020,40,6211,NY
41998,13664,12977,GCI LIBERTY INC,GLIBA,5010,50,4812,CO
54223,13665,1895653,HAMILTON BANCORP INC/MD,HBK,4010,40,6035,MD
52129,13679,2475,RM2 INTERNATIONAL INC,RMTO,2010,20,3490,FL
9424,13700,9023,DENTSPLY SIRONA INC,XRAY,3510,35,3843,NC
20097,13709,1912,ICAHN ENTERPRISES LP,IEP,2010,20,9997,FL
20409,13710,424005,CEDAR FAIR  -LP,FUN,2530,25,7996,OH
9452,13712,602648,ALERIS CORP,6685B,1510,15,3350,OH
21866,13714,6098,PARAMOUNT GLOBAL,PARA,5020,50,4888,NY
21866,13714,32587,PARAMOUNT GLOBAL,PARA,5020,50,4888,NY
25194,13714,6098,PARAMOUNT GLOBAL,PARA,5020,50,4888,NY
25194,13714,32587,PARAMOUNT GLOBAL,PARA,5020,50,4888,NY
54327,13721,1929138,ZOETIS INC,ZTS,3520,35,2834,NJ
8909,13733,25363,PSYCHEMEDICS CORP,PMD,3510,35,8071,MA
9033,13759,20331,MERITAGE HOSPITALITY GROUP,MHGU,2530,25,5812,MI
9476,13765,21652,NATURAL ALTERNATIVES,NAII,3030,30,2834,CA
9459,13782,21293,MULTI-COLOR CORP,LABL,2020,20,2750,OH
9457,13786,2304,HERON THERAPEUTICS INC,HRTX,3520,35,2836,CA
9457,13786,2037610,HERON THERAPEUTICS INC,HRTX,3520,35,2836,CA
9235,13794,30626,THERMOGENESIS HOLDINGS INC,THMO,3510,35,3821,CA
8780,13800,1558,ALMOST FAMILY INC,AFAM,3510,35,8082,KY
9360,13824,11499,FAIR ISAAC CORP,FICO,4510,45,7373,MT
54232,13835,1893736,REGULUS THERAPEUTICS INC,RGLS,3520,35,2836,CA
9526,13839,5587,CAMBREX CORP,CBM,3520,35,2833,NJ
54170,13861,1881375,TILE SHOP HOLDINGS INC,TTSH,2550,25,5700,MN
54170,13861,3408352,TILE SHOP HOLDINGS INC,TTSH,2550,25,5700,MN
54182,13871,1892151,SUMMIT MIDSTREAM PARTNERS LP,SMLP,1010,10,1311,TX
5849,13888,2344850,MR COOPER GROUP INC,COOP,4010,40,6162,TX
9576,13906,17483,JOHNSON OUTDOORS INC  -CL A,JOUT,2520,25,3690,WI
9385,13913,13354,SELECTIS HEALTH INC,GBCS,6010,60,6798,CO
20361,13948,7770,CONSUMERS ENERGY CO,CMS1,5510,55,4931,MI
30422,13962,11697,FERRELLGAS PARTNERS  -LP,FGPR,5510,55,5900,MO
21100,13963,32416,VECTOR GROUP LTD,VGR,3020,30,6531,FL
11530,13971,20421,METHANEX CORP,MEOH,1510,15,2860,BC
21578,13988,27292,SCHWAB (CHARLES) CORP,SCHW,4020,40,6282,TX
6913,14010,31157,TRANSGLOBE ENERGY CORP,TGA,1010,10,1311,AB
9616,14027,7045,CLEAN HARBORS INC,CLH,2020,20,4955,MA
9550,14084,1283,ALBANY INTL CORP  -CL A,AIN,2010,20,2221,NH
9632,14108,8484,CYBEROPTICS CORP,CYBE,4530,45,3827,MN
6331,14112,12465,FRANKLIN WIRELESS CORP,FKWL,4520,45,3661,CA
6331,14112,3374332,FRANKLIN WIRELESS CORP,FKWL,4520,45,3661,CA
9604,14113,1711894,MITEK SYSTEMS INC,MITK,4510,45,3577,CA
21174,14163,19938,MCCLATCHY CO  -CL A,MNIQQ,5020,50,2711,CA
5440,14172,12645,FULTON FINANCIAL CORP,FULT,4010,40,6020,PA
8710,14192,12739,GAINSCO INC,GANS,4030,40,6331,TX
7784,14219,3477,CADENCE BANK,CADE,4010,40,6020,MS
9440,14225,11608,FASTENAL CO,FAST,2010,20,5000,MN
2253,14253,33327,WESTAMERICA BANCORPORATION,WABC,4010,40,6020,CA
9698,14256,19863,MAXIM INTEGRATED PRODUCTS,MXIM,4530,45,3674,CA
8523,14275,1676104,FIRST REPUBLIC BANK,FRCB,4010,40,6020,CA
53609,14275,1676104,FIRST REPUBLIC BANK,FRCB,4010,40,6020,CA
27471,14282,2100,AMPHENOL CORP,APH,4520,45,3678,CT
31967,14282,2100,AMPHENOL CORP,APH,4520,45,3678,CT
9743,14304,1228,AKORN OPERATING COMPANY LLC,AKRXQ,3520,35,2834,IL
9677,14309,16277,INTER PARFUMS INC,IPAR,3030,30,2844,NY
21425,14311,24706,POLARIS INC,PII,2520,25,3790,MN
55518,14313,598575,NORBORD INC,OSB,1510,15,2400,ON
54224,14320,1895298,INTERCEPT PHARMA INC,ICPT,3520,35,2836,NY
28124,14353,27754,SHAW COMMUNICATIONS INC-CL B,SJR,5020,50,4841,AB
21366,14359,24506,PIONEER NATURAL RESOURCES CO,PXD,1010,10,1311,TX
21826,14369,32154,US CELLULAR CORP,USM,5010,50,4812,IL
20312,14370,19589,MANPOWERGROUP,MAN,2020,20,7363,WI
57197,14370,19589,MANPOWERGROUP,MAN,2020,20,7363,WI
55714,14390,46263,FORTIS INC,FTS,5510,55,4911,NF
41867,14391,31132,TRANSALTA CORP,TAC,5510,55,4911,AB
8778,14401,16897,INVESTORS TITLE CO,ITIC,4030,40,6361,NC
21478,14403,9834,DYNEX CAPITAL INC,DX,4020,40,6798,VA
21635,14412,28619,SOTHEBY'S,BID,2530,25,7389,NY
9764,14418,20519,MGM RESORTS INTERNATIONAL,MGM,2530,25,7990,NV
9797,14451,865086,QUANTRX BIOMEDICAL CP,QTXB,3510,35,3841,OR
9804,14477,33114,WASTE MANAGEMENT INC,WM,2020,20,4953,TX
9833,14489,8931,DELL TECHNOLOGIES INC,DELL,4520,45,3571,TX
9833,14489,2519758,DELL TECHNOLOGIES INC,DELL,4520,45,3571,TX
55676,14489,2519758,DELL TECHNOLOGIES INC,DELL,4520,45,3571,TX
57125,14501,3203650,NUZEE INC,NUZE,3020,30,2090,TX
9842,14535,27366,EW SCRIPPS  -CL A,SSP,5020,50,4833,OH
31806,14535,27366,EW SCRIPPS  -CL A,SSP,5020,50,4833,OH
54438,14551,1961484,SILVERCREST ASSET MGT,SAMG,4020,40,6282,NY
9558,14561,15553,COHERENT CORP,COHR,4520,45,3827,PA
9868,14563,20276,MERCER INTL INC,MERC,1510,15,2611,BC
9598,14567,7870,CORAL GOLD RESOURCES LTD,CLHRF,1510,15,1040,BC
20210,14583,2568,PACIFIC OFFICE PROPERTIES TR,PCFO,6010,60,6798,HI
20763,14590,12493,FREEPORT-MCMORAN INC,FCX,1510,15,1000,AZ
20048,14592,566638,ALLIANCEBERNSTEIN HOLDING LP,AB,4020,40,6799,NY
9879,14597,7355,JUNIPER PHARMACEUTICALS INC,JNP,3520,35,2834,MA
9899,14603,24165,AVID BIOSERVICES INC,CDMO,3520,35,2835,CA
9798,14624,22965,ODP CORP,ODP,2550,25,5940,FL
28409,14639,1019533,NEW ENGLAND REALTY ASSC  -LP,NEN,6010,60,6513,MA
20642,14790,20330,MERITAGE HOMES CORP,MTH,2520,25,1531,AZ
20221,14793,2488,ARCH RESOURCES INC,ARCH,1010,10,1220,MO
20221,14793,2540737,ARCH RESOURCES INC,ARCH,1010,10,1220,MO
21544,14794,7888,CORE MOLDING TECHNOLOGIES,CMT,1510,15,3089,OH
31894,14794,7888,CORE MOLDING TECHNOLOGIES,CMT,1510,15,3089,OH
544,14822,4078,BERKLEY (W R) CORP,WRB,4030,40,6331,CT
912,14824,6863,CINCINNATI FINANCIAL CORP,CINF,4030,40,6331,OH
3363,14828,23052,OLD REPUBLIC INTL CORP,ORI,4030,40,6331,IL
9977,14891,20663,MGP INGREDIENTS INC,MGPI,3020,30,2085,KS
26127,14898,276,3D SYSTEMS CORP,DDD,2010,20,3559,SC
9989,14913,3034,AURA SYSTEMS INC,AUSI,2010,20,3621,CA
21971,14934,9103,DEVON ENERGY CORP,DVN,1010,10,1311,OK
35222,14934,9103,DEVON ENERGY CORP,DVN,1010,10,1311,OK
9971,14954,18922,LINDSAY CORP,LNN,2010,20,3523,NE
10008,14957,1222677,AFTERMASTER INC,AFTM,2520,25,7819,AZ
9848,14960,18319,LABORATORY CP OF AMER HLDGS,LH,3510,35,8071,NC
10020,14983,2326096,CHAMPIONS ONCOLOGY INC,CSBR,3520,35,2836,NJ
10022,14985,32393,VASO CORP,VASO,3510,35,5047,NY
28104,14999,1161,ACE AVIATION HOLDINGS INC,ACAVF,2030,20,9995,QC
10042,15027,30929,TOR MINERALS INTL INC,TORM,1510,15,2810,TX
20580,15037,13520,GOLDCORP INC,GG,1510,15,1040,BC
54213,15044,1895620,WORKDAY INC,WDAY,4510,45,7370,CA
37900,15055,6130,CANADIAN NATURAL RESOURCES,CNQ,1010,10,1311,AB
13311,15060,5561,CALLON PETROLEUM CO/DE,CPE,1010,10,1311,TX
28240,15060,5561,CALLON PETROLEUM CO/DE,CPE,1010,10,1311,TX
29139,15070,29542,SUNCOR ENERGY INC,SU,1010,10,2911,AB
10059,15087,18862,LIFEWAY FOODS INC,LWAY,3020,30,2020,IL
10065,15092,6144,CEC ENTERTAINMENT INC,9614B,2530,25,5812,TX
10065,15092,2045124,CEC ENTERTAINMENT INC,9614B,2530,25,5812,TX
54298,15093,1925113,CVR REFINING LP,CVRR,1010,10,2911,TX
21962,15101,483990,MFA FINANCIAL INC,MFA,4020,40,6798,NY
34710,15101,483990,MFA FINANCIAL INC,MFA,4020,40,6798,NY
21995,15111,25730,RPT REALTY,RPT,6010,60,6798,NY
9915,15129,19019,LKA GOLD INC,LKAI,1510,15,1040,WA
22124,15142,17084,ISTAR INC,STAR,6010,60,6798,NY
54229,15149,1902630,MADISON COUNTY FINANCIAL INC,MCBK,4010,40,6020,NE
28392,15153,11644,FEDERAL AGRICULTURE MTG CP,AGM,4010,40,6111,DC
10074,15178,1224952,VITRO BIOPHARMA INC,VODG,3520,35,2836,CO
9882,15197,30053,CHEMICAL FINANCIAL CORP,CHFC,4010,40,6020,MI
6281,15199,222,1ST SOURCE CORP,SRCE,4010,40,6020,IN
22096,15208,11646,FEDERAL HOME LOAN MORTG CORP,FMCC,4010,40,6111,VA
54202,15212,1899182,CROSSAMERICA PARTNERS LP,CAPL,1010,10,5172,PA
10070,15240,31918,WESTWATER RESOURCES INC,WWR,2010,20,3620,CO
21855,15247,32237,VALERO ENERGY CORP,VLO,1010,10,2911,TX
32066,15247,32237,VALERO ENERGY CORP,VLO,1010,10,2911,TX
10110,15252,59475,TRIMAS CORP,TRS,1510,15,3460,MI
22075,15267,15484,IDEX CORP,IEX,2010,20,3561,IL
28344,15337,10557,EMMIS CORP,EMMS,5020,50,4832,IN
22807,15343,21279,MUELLER INDUSTRIES,MLI,2010,20,3350,TN
8292,15363,6579,TCF FINANCIAL CORP,TCF,4010,40,6020,MI
8292,15363,30053,TCF FINANCIAL CORP,TCF,4010,40,6020,MI
9882,15363,6579,TCF FINANCIAL CORP,TCF,4010,40,6020,MI
8727,15364,2542,ARGO GROUP INTL HOLDINGS LTD,ARGO,4030,40,6351,
54302,15396,1925431,SUNCOKE ENERGY PARTNERS LP,SXCP,1510,15,3312,IL
10107,15414,30123,BIO-TECHNE CORP,TECH,3520,35,2836,MN
3624,15417,5204,BROWN & BROWN INC,BRO,4030,40,6411,FL
54217,15420,1894867,AMBARELLA INC,AMBA,4530,45,3674,CA
9775,15453,13538,37 CAPITAL INC,HHHEF,1510,15,1000,BC
22095,15459,31244,TREDEGAR CORP,TG,1510,15,3081,VA
54309,15489,1929126,HUMANIGEN INC,HGEN,3520,35,2836,NJ
54309,15489,3269516,HUMANIGEN INC,HGEN,3520,35,2836,NJ
9857,15520,1142586,SIGNET JEWELERS LTD,SIG,2550,25,5944,
50732,15539,383122,PARATEK PHARMACEUTCLS INC,PRTK,3520,35,2834,MA
55759,15543,2540898,SRAX INC,SRAX,4510,45,7370,CA
28754,15704,30658,THOMSON-REUTERS CORP,TRI,2020,20,7370,ON
28826,15803,25491,NOVELION THERAPEUTICS INC,NVLNF,3520,35,2834,BC
10238,15824,620161,HERITAGE GLOBAL INC,HGBL,4020,40,6799,CA
10238,15824,3258197,HERITAGE GLOBAL INC,HGBL,4020,40,6799,CA
10224,15855,29774,GEN DIGITAL INC,GEN,4510,45,7372,AZ
54831,16009,2061996,SPORTSMANS WAREHOUSE HLDGS,SPWH,2550,25,5940,UT
54866,16015,2069029,QUEST RESOURCE HOLDING CORP,QRHC,2020,20,4950,TX
54231,16066,1899196,MONROE CAPITAL CORP,MRCC,4020,40,6797,IL
54287,16101,1921326,ABBVIE INC,ABBV,3520,35,2836,IL
54336,16113,1938625,ARTISAN PARTNERS ASSET MGMT,APAM,4020,40,6282,WI
54307,16116,1925418,CYRUSONE INC,CONE,6010,60,6798,TX
55599,16125,2480954,GLOBAL MEDICAL REIT,GMRE,6010,60,6798,MD
54271,16149,1903198,OFS CAPITAL CORP,OFS,4020,40,6797,IL
54268,16150,1903249,STELLUS CAPITAL INVESTMENT,SCM,4020,40,6797,TX
10256,16188,7251,COGNEX CORP,CGNX,4520,45,3823,MA
54296,16225,1912843,WESTERN MIDSTRM PRTNRS LP,WES,1010,10,4922,TX
9847,16245,1013530,PEOPLE'S UNITED FINL INC,PBCT,4010,40,6020,CT
54351,16269,1941712,ENANTA PHARMACEUTICALS INC,ENTA,3520,35,2836,MA
54396,16384,1949535,VOYA FINANCIAL INC,VOYA,4020,40,6311,NY
10210,16401,6905,CIRRUS LOGIC INC,CRUS,4530,45,3674,TX
43793,16428,11506,FAIRFAX FINANCIAL HOLDINGS,FRFHF,4030,40,6331,ON
10288,16453,21756,NEOGEN CORP,NEOG,3510,35,2834,MI
7999,16456,14280,HANGER INC,HNGR,3510,35,8093,TX
7999,16456,2978817,HANGER INC,HNGR,3510,35,8093,TX
25260,16476,109807,LEVI STRAUSS & CO,LEVI,2520,25,2300,CA
25260,16476,3012387,LEVI STRAUSS & CO,LEVI,2520,25,2300,CA
30388,16477,18591,LEAR CORP,LEA,2510,25,2531,MI
30388,16477,1603228,LEAR CORP,LEA,2510,25,2531,MI
22113,16478,10844,EOG RESOURCES INC,EOG,1010,10,1311,TX
10253,16480,7962,RESPIRERX PHARMACEUTICALS,RSPI,3520,35,2836,NJ
54318,16486,1929884,BOISE CASCADE CO,BCC,2010,20,5031,ID
10358,16531,34144,ZIX CORP,ZIXI,4510,45,7370,TX
54870,16549,2067944,SERVISFIRST BANCSHARES INC,SFBS,4010,40,6020,AL
22122,16582,24834,NUTRIEN LTD,NTR,1510,15,2870,SK
22122,16582,2754066,NUTRIEN LTD,NTR,1510,15,2870,SK
10359,16597,18515,LATTICE SEMICONDUCTOR CORP,LSCC,4530,45,3674,OR
54286,16608,1912219,WHITEHORSE FINANCE INC,WHF,4020,40,6797,FL
30985,16641,420478,GREYSTONE HSG IMPT INVTS LP,GHI,4010,40,6799,NE
55776,16648,2538359,ADVANCED DISPOSAL SERVICES,ADSW,2020,20,4953,FL
54368,16653,1945564,TAYLOR MORRISON HOME CORP,TMHC,2520,25,1531,AZ
1940,16668,2622,ARROW FINANCIAL CORP,AROW,4010,40,6020,NY
5,16671,2917,ATLANTIC AMERICAN CORP,AAME,4030,40,6321,GA
9438,16689,22486,NORTHEAST BANK,NBN,4010,40,6020,ME
7676,16698,5233,BRYN MAWR BANK CORP,BMTC,4010,40,6020,PA
9449,16705,8083,CENTRAL PACIFIC FINANCIAL CP,CPF,4010,40,6020,HI
9449,16705,500385,CENTRAL PACIFIC FINANCIAL CP,CPF,4010,40,6020,HI
10323,16710,9213,DIGI INTERNATIONAL INC,DGII,4520,45,3576,MN
8686,16714,9513,DONEGAL GROUP INC,DGICA,4030,40,6331,PA
5300,16716,10499,EMC INSURANCE GROUP INC,EMCI,4030,40,6331,IA
54611,16719,2006613,HARVARD APPARATUS REGE T INC,HRGN,3520,35,2836,MA
10303,16721,10364,ELECTRONIC ARTS INC,EA,5020,50,7372,CA
54653,16738,2009646,HOUGHTON MIFFLIN HARCOURT CO,HMHC,2530,25,2731,MA
9193,16748,6336,CENTURY BANCORP INC/MA,CNBKA,4010,40,6020,MA
913,16775,6952,CITIZENS INC,CIA,4030,40,6311,TX
9141,16777,28,FIRST BANCORP/NC,FBNC,4010,40,6020,NC
9280,16781,6972,CITY HOLDING CO,CHCO,4010,40,6020,WV
7871,16790,7483,COMMUNITY BANK SYSTEM INC,CBU,4010,40,6020,NY
8889,16821,30,FIRST BANCORP P R,FBP,4010,40,6020,PR
8848,16829,24482,PINNACLE BANCSHARES,PCLB,4010,40,6020,AL
6944,16832,13309,GLACIER BANCORP INC,GBCI,4010,40,6020,MT
10218,16845,148,FIRST MERCHANTS CORP,FRME,4010,40,6020,IN
54724,16848,2035010,TRAVERE THERAPEUTICS INC,TVTX,3520,35,2836,CA
1830,16878,12507,ELAH HOLDINGS INC,ELLH,1510,15,9995,TX
55233,16878,12507,ELAH HOLDINGS INC,ELLH,1510,15,9995,TX
55233,16878,2238605,ELAH HOLDINGS INC,ELLH,1510,15,9995,TX
54342,16884,1942028,LUMENT FINANCE TRUST INC,LFT,4020,40,6798,NY
54330,16886,1930647,BENEFYTT TECHNOLOGIES INC,BFYT,4030,40,6411,FL
7715,16888,15797,COLOMBO BANK,IFSB,4010,40,6035,MD
8179,16889,1053695,INDEPENDENT BANK CORP/MA,INDB,4010,40,6020,MA
7720,16890,15800,INDEPENDENT BANK CORP/MI,IBCP,4010,40,6020,MI
54757,16947,2057189,ACTINIUM PHARMACEUTICALS INC,ATNM,3520,35,2836,NY
9473,16957,14340,HARLEYSVILLE FINANCIAL CORP,HARL,4010,40,6036,PA
9473,16957,1920008,HARLEYSVILLE FINANCIAL CORP,HARL,4010,40,6036,PA
10039,16967,14825,HINGHAM INSTN FOR SAVINGS,HIFS,4010,40,6036,MA
54947,16972,1985834,SPHERE 3D CORP,ANY,4510,45,7372,ON
9058,16981,23377,OFG BANCORP,OFG,4010,40,6020,PR
7788,16989,24123,PEOPLES BANCORP NC INC,PEBK,4010,40,6020,NC
57384,17001,3279016,FUBOTV INC,FUBO,5020,50,7370,NY
54311,17010,1924862,LIBERTY MEDIA SIRIUSXM GROUP,LSXMK,5020,50,4832,CO
54334,17012,1930635,EXONE CO,XONE.1,2010,20,3550,PA
7863,17035,20292,MERCURY GENERAL CORP,MCY,4030,40,6331,CA
3262,17072,21558,NATIONAL SEC GROUP INC,NSEC,4030,40,6331,AL
3305,17073,21642,NATIONAL WESTERN LIFE GROUP,NWLI,4030,40,6311,TX
8314,17074,21679,NAVIGATORS GROUP INC,NAVG,4030,40,6331,CT
7067,17095,23049,OLD NATIONAL BANCORP,ONB,4010,40,6020,IN
10380,17101,15683,IMMUNOGEN INC,IMGN,3520,35,2836,MA
11950,17106,636373,PEOPLES BANCORP INC/OH,PEBO,4010,40,6020,OH
4234,17115,27549,SELECTIVE INS GROUP INC,SIGI,4030,40,6331,NJ
9588,17120,27981,SVB FINANCIAL GROUP,SIVBQ,4010,40,6020,CA
8470,17130,28708,SANTANDER HOLDINGS USA INC,STD2,4010,40,6020,MA
8470,17130,1340607,SANTANDER HOLDINGS USA INC,STD2,4010,40,6020,MA
5342,17131,15798,INDEPENDENCE HOLDING CO,IHC,4030,40,6321,CT
8766,17132,33779,WSFS FINANCIAL CORP,WSFS,4010,40,6035,DE
5679,17145,33097,WAFD INC,WAFD,4010,40,6020,WA
8810,17150,33221,WEBSTER FINANCIAL CORP,WBS,4010,40,6020,CT
9147,17151,33291,WESBANCO INC,WSBC,4010,40,6020,WV
53624,17173,1681946,ACNB CORP,ACNB,4010,40,6020,PA
55615,17175,2517759,KINTARA THERAPEUTICS INC,KTRA,3520,35,2836,CA
9418,17180,27489,SECURITY NATL FINL CP  -CL A,SNFCA,4010,40,6162,UT
6827,17184,27403,SEACOAST BANKING CORP/FL,SBCF,4010,40,6020,FL
54774,17185,2052907,22ND CENTURY GROUP INC,XXII,3020,30,2836,NY
6736,17195,112,FIRST FINL BANCORP INC/OH,FFBC,4010,40,6020,OH
10372,17197,2021,GENERAL MOTORS FINL CO INC,GM2,4020,40,6141,TX
10372,17197,1665368,GENERAL MOTORS FINL CO INC,GM2,4020,40,6141,TX
10390,17199,8339,BIOLIFE SOLUTIONS INC,BLFS,3520,35,2836,WA
29930,17228,29312,TALOS ENERGY INC,TALO,1010,10,1311,TX
10302,17239,17925,KINDRED HEALTHCARE INC,KND,3510,35,8051,KY
34766,17239,17925,KINDRED HEALTHCARE INC,KND,3510,35,8051,KY
42390,17239,17925,KINDRED HEALTHCARE INC,KND,3510,35,8051,KY
8228,17240,30889,TOMPKINS FINANCIAL CORP,TMP,4010,40,6020,NY
5926,17245,31416,TRUSTCO BANK CORP/NY,TRST,4010,40,6035,NY
9213,17248,32080,UNITED BANKSHARES INC/WV,UBSI,4010,40,6020,WV
4643,17252,32105,UNITED FIRE GROUP INC,UFCS,4030,40,6331,IA
7407,17269,2039,AMERISERV FINANCIAL INC/PA,ASRV,4010,40,6020,PA
54355,17277,1942976,NV5 GLOBAL INC,NVEE,2020,20,8711,FL
54399,17306,1951110,PENNYMAC FINANCIAL SERVICES,PFSI,4010,40,6162,CA
14661,17341,2642,ARTESIAN RESOURCES  -CL A,ARTNA,5510,55,4941,DE
54356,17350,1941400,TETRAPHASE PHARMACEUTICALS,TTPH,3520,35,2836,MA
16487,17367,1886,AMERICAN NATL BANKSHARES,AMNB,4010,40,6020,VA
54343,17376,1942035,MARIN SOFTWARE INC,MRIN,4510,45,7370,CA
54344,17553,1941399,MODEL N INC,MODN,4510,45,7370,CA
57904,17396,3351543,AMPLITECH GROUP INC,AMPG,4520,45,3663,NY
54377,17451,1944082,INDEPENDENT BK GRP INC,IBTX,4010,40,6020,TX
55531,17485,2517727,DARIOHEALTH CORP,DRIO,3510,35,2835,NY
58582,17494,3422902,MAMA'S CREATIONS INC,MAMA,3020,30,2030,NJ
54373,17498,1945758,CHIMERIX INC,CMRX,3520,35,2836,NC
54439,17501,1959655,TRUETT-HURST INC,THST,3020,30,2084,CA
16300,17534,878027,CNB FINANCIAL CORP/PA,CCNE,4010,40,6020,PA
54375,17550,1947127,BLACKHAWK NETWORK HLDGS INC,HAWK,4510,45,7374,CA
54435,17567,1961442,ARATANA THERAPEUTICS,PETX,3520,35,2836,KS
55204,17586,2230610,FRANKLIN FINL NETWORK INC,FSB,4010,40,6020,TN
55349,17594,2304881,RELIANT BANCORP INC,RBNC,4010,40,6020,TN
54384,17626,1950821,ARMADA HOFFLER PROPERTIES,AHH,6010,60,6798,VA
54391,17628,1951106,EMERGE ENERGY SERVICES LP,EMESQ,1010,10,1400,TX
54489,17639,1969498,AMERICAN HOMES 4 RENT,AMH,6010,60,6798,CA
8677,17641,810914,BANK SOUTH CAROLINA CORP,BKSC,4010,40,6020,SC
57577,17651,3296371,REZOLUTE INC,RZLT,3520,35,2836,CA
55102,17653,2165352,ADMA BIOLOGICS INC,ADMA,3520,35,2836,NJ
54376,17687,1947731,HEMISPHERE MEDIA GROUP INC,HMTV,5020,50,4833,FL
54402,17695,1953153,TABLEAU SOFTWARE INC,DATA,4510,45,7372,WA
54422,17696,1951137,TRISTATE CAPITAL HLDGS INC,TSC,4010,40,6020,PA
54382,17707,1953687,WESTBURY BANCORP INC,WBBW,4010,40,6035,WI
15450,17715,7221,CODORUS VALLEY BANCORP,CVLY,4010,40,6020,PA
14751,17724,6267,CONNECTONE BANCORP INC,CNOB,4010,40,6020,NJ
55669,17727,2503443,EKSO BIONICS HOLDINGS INC,EKSO,3510,35,3845,CA
56512,17754,2909828,AUDIOEYE INC,AEYE,4510,45,7370,AZ
54362,17769,1946860,HANNON ARMSTRONG SUST INFR,HASI,4020,40,6798,MD
14687,17795,7444,COMMERCIAL NATL FINL CP/PA,CNAF,4010,40,6020,PA
54410,17808,1955677,EPIZYME INC,EPZM,3520,35,2836,MA
54388,17811,1953936,CHANNELADVISOR CORP,ECOM,4510,45,7370,NC
54429,17812,1961459,HD SUPPLY HOLDINGS INC,HDS,2010,20,5000,GA
13085,17815,5900,BAY BANCORP INC,BYBK,4010,40,6035,MD
54390,17866,1949523,ELLINGTON RESIDENTIAL MTG,EARN,4020,40,6798,CT
52120,17874,888529,T-MOBILE US INC,TMUS,5010,50,4812,WA
55525,17875,2415981,NICOLET BANKSHARES INC,NIC,4010,40,6020,WI
54270,17877,1904708,CHEMUNG FINANCIAL CORP,CHMG,4010,40,6020,NY
54398,17878,1953126,RITHM CAPITAL CORP,RITM,4020,40,6798,NY
54412,17896,1950229,HARVEST CAPITAL CREDIT CORP,HCAP,4020,40,6797,NY
